StartTime,EndTime,Duration_s,StartTime_datenum,EndTime_datenum,LargeConc_cc,SmallConc_cc,MeanDiameter_um,AverageLWC_g_m3
05-Jun-2021 15:21:16,05-Jun-2021 15:21:18,3,738312.639768519,738312.639791667,70.6273688127597,277.397159576416,10.0799471537272,0.319531579812368
05-Jun-2021 17:47:17,05-Jun-2021 17:47:30,14,738312.741168982,738312.741319444,122.841560652746,112.137117436954,13.6313633918762,0.634307738925729
05-Jun-2021 17:47:38,05-Jun-2021 17:47:41,4,738312.741412037,738312.741446759,115.612005217001,136.941093146801,12.7484498023987,0.584197603166103
05-Jun-2021 18:02:07,05-Jun-2021 18:02:12,6,738312.751469907,738312.751527778,76.203351207388,82.3852271338304,13.4265565872192,0.285682583848635
05-Jun-2021 18:02:29,05-Jun-2021 18:02:42,14,738312.751724537,738312.751875,86.3922216341431,90.695615627936,14.1101654597691,0.464400632040841
05-Jun-2021 18:03:09,05-Jun-2021 18:04:22,74,738312.7521875,738312.753032407,128.095523496561,81.892367650931,15.867903116587,0.78029309313845
05-Jun-2021 18:04:26,05-Jun-2021 18:04:28,3,738312.753078704,738312.753101852,120.421197698762,62.7369703054428,16.6503753662109,0.758112688859304
05-Jun-2021 18:04:30,05-Jun-2021 18:04:33,4,738312.753125,738312.753159722,98.6164777087979,60.2003381475806,14.9995756149292,0.469265919178724
05-Jun-2021 18:05:22,05-Jun-2021 18:05:34,13,738312.753726852,738312.753865741,200.980906928818,304.910816435631,12.2942730830266,0.99730136188177
05-Jun-2021 18:06:00,05-Jun-2021 18:06:04,5,738312.754166667,738312.754212963,84.5642213515937,264.545773601532,10.0565298080444,0.404505887627602
05-Jun-2021 18:06:10,05-Jun-2021 18:06:16,7,738312.754282407,738312.754351852,58.8336337187461,119.22896535056,12.220680645534,0.276746207049915
05-Jun-2021 18:06:18,05-Jun-2021 18:06:35,18,738312.754375,738312.754571759,59.2692325115204,172.094012233946,11.7536633809408,0.311786303917567
05-Jun-2021 18:09:53,05-Jun-2021 18:09:55,3,738312.756863426,738312.756886574,204.006989290317,275.131550908089,11.7889540990194,1.09318037331104
05-Jun-2021 18:10:13,05-Jun-2021 18:10:15,3,738312.757094907,738312.757118056,124.110679036627,178.57541769743,11.8327843348185,0.658708035945892
05-Jun-2021 18:48:49,05-Jun-2021 18:49:06,18,738312.783900463,738312.784097222,97.4607673456064,509.170285807716,8.82307953304715,0.479043644335535
05-Jun-2021 18:49:18,05-Jun-2021 18:49:22,5,738312.784236111,738312.784282407,86.8199725173414,430.128912258148,9.59599590301514,0.447307378053665
05-Jun-2021 18:51:59,05-Jun-2021 18:52:11,13,738312.786099537,738312.786238426,124.743660674645,480.343166332978,9.5945557814378,0.569268624369915
05-Jun-2021 18:52:16,05-Jun-2021 18:52:20,5,738312.786296296,738312.786342593,83.1441709086299,220.6878459692,10.4896924972534,0.343262951076031
05-Jun-2021 18:52:22,05-Jun-2021 18:52:28,7,738312.786365741,738312.786435185,124.182439631916,341.812653882163,10.6139300210135,0.531577804258892
05-Jun-2021 18:52:30,05-Jun-2021 18:52:44,15,738312.786458333,738312.78662037,246.290040797616,730.80366598765,9.67674347559611,1.10878537048896
05-Jun-2021 18:53:32,05-Jun-2021 18:53:34,3,738312.787175926,738312.787199074,161.240362065534,337.405192772547,10.5120143890381,0.67154232164224
05-Jun-2021 18:53:36,05-Jun-2021 18:53:38,3,738312.787222222,738312.78724537,317.627615772188,804.1244597435,10.4003915786743,1.48067247867584
05-Jun-2021 18:53:40,05-Jun-2021 18:53:42,3,738312.787268518,738312.787291667,143.186709554866,274.137007395426,10.7081162134806,0.543246860305468
05-Jun-2021 18:54:38,05-Jun-2021 18:54:41,4,738312.787939815,738312.787974537,263.768829656765,340.066475123167,11.2712643146515,1.12806113436818
05-Jun-2021 18:55:10,05-Jun-2021 18:55:21,12,738312.788310185,738312.7884375,228.583875680653,279.006940722466,12.5749716758728,1.16503106554349
05-Jun-2021 19:01:49,05-Jun-2021 19:02:00,12,738312.792928241,738312.793055556,55.1245898314131,26.6177984693398,19.5622431437174,0.520332756141822
05-Jun-2021 19:08:50,05-Jun-2021 19:08:54,5,738312.797800926,738312.797847222,153.888271892816,153.557190203667,15.2175039291382,1.52420209646225
05-Jun-2021 19:11:53,05-Jun-2021 19:11:56,4,738312.799918982,738312.799953704,58.0613927049562,17.5335134491324,21.5579724311829,0.663580317050219
05-Jun-2021 19:12:08,05-Jun-2021 19:12:18,11,738312.800092593,738312.800208333,57.6525395719165,11.9990013683723,25.3793641870672,0.724004301157865
05-Jun-2021 19:30:04,05-Jun-2021 19:30:06,3,738312.812546296,738312.812569444,80.3533138185739,228.834671338399,10.370410601298,0.347294668356578
05-Jun-2021 19:50:49,05-Jun-2021 19:50:52,4,738312.826956019,738312.826990741,79.4506986928172,491.296791434288,8.24074506759644,0.3869748711586
05-Jun-2021 19:50:54,05-Jun-2021 19:50:57,4,738312.827013889,738312.827048611,58.5187635119073,266.487021327019,9.48197817802429,0.285697162151337
05-Jun-2021 19:51:36,05-Jun-2021 19:51:46,11,738312.8275,738312.827615741,97.7220445696942,213.756716283885,10.6472115083174,0.365135458382693
05-Jun-2021 19:53:36,05-Jun-2021 19:53:40,5,738312.828888889,738312.828935185,128.535331473872,193.818620836735,12.2044408798218,0.686038348078728
05-Jun-2021 19:53:53,05-Jun-2021 19:54:34,42,738312.829085648,738312.829560185,187.7137336966,237.37277506079,12.1570482026963,0.858492887091069
05-Jun-2021 19:56:37,05-Jun-2021 19:56:44,8,738312.830983796,738312.831064815,196.140947209438,285.990539930761,12.1661006212234,0.860070100054145
05-Jun-2021 19:56:48,05-Jun-2021 19:56:51,4,738312.831111111,738312.831145833,293.332269085106,478.110302805901,10.9189651012421,1.28704619407654
05-Jun-2021 19:57:56,05-Jun-2021 19:57:58,3,738312.831898148,738312.831921296,181.813582145919,245.137128611406,11.4112405776978,0.823478221893311
05-Jun-2021 19:58:00,05-Jun-2021 19:58:03,4,738312.831944444,738312.831979167,253.915472801775,323.824940621853,11.7311291694641,1.14230936020613
05-Jun-2021 19:58:06,05-Jun-2021 19:58:12,7,738312.832013889,738312.832083333,143.90200201555,237.51644051075,11.1459143502372,0.72114471239703
05-Jun-2021 19:58:15,05-Jun-2021 19:58:18,4,738312.832118056,738312.832152778,103.601306757424,101.147771418095,13.4307346343994,0.481515541672707
05-Jun-2021 19:58:21,05-Jun-2021 19:58:24,4,738312.8321875,738312.832222222,79.2350223381072,85.2463386654854,12.9646828174591,0.337229583412409
05-Jun-2021 19:59:47,05-Jun-2021 19:59:56,10,738312.83318287,738312.833287037,156.048848491721,239.580504393578,11.9002355575562,0.859378582239151
05-Jun-2021 20:01:10,05-Jun-2021 20:01:16,7,738312.834143518,738312.834212963,271.275240848639,317.198641078813,12.4755751746041,1.74346097878047
05-Jun-2021 20:01:18,05-Jun-2021 20:01:20,3,738312.834236111,738312.834259259,163.358669117714,156.392356127501,13.3701750437419,1.0889571706454
05-Jun-2021 20:04:57,05-Jun-2021 20:05:05,9,738312.836770833,738312.836863426,134.311772277786,629.745654582977,9.09274260203044,0.645139038562775
05-Jun-2021 20:05:09,05-Jun-2021 20:05:11,3,738312.836909722,738312.83693287,108.063616483783,663.014728228251,8.78764088948568,0.564051419496536
05-Jun-2021 20:11:52,05-Jun-2021 20:11:58,7,738312.841574074,738312.841643519,180.829025263765,301.900299242565,10.9620399475098,0.685545993702752
05-Jun-2021 20:12:25,05-Jun-2021 20:12:31,7,738312.841956018,738312.842025463,75.932801644717,91.4486903377942,12.6615879876273,0.329720808991364
05-Jun-2021 20:13:44,05-Jun-2021 20:13:57,14,738312.84287037,738312.843020833,95.8732035994264,125.849361849683,12.9682571547372,0.455479668719428
05-Jun-2021 20:19:39,05-Jun-2021 20:19:54,16,738312.846979167,738312.847152778,140.873232930899,105.908098290442,17.3387953042984,1.36683062836528
05-Jun-2021 20:20:35,05-Jun-2021 20:20:44,10,738312.847627315,738312.847731482,78.5047315308824,28.6090346068144,20.7384382247925,0.838647858798504
05-Jun-2021 20:24:46,05-Jun-2021 20:25:06,21,738312.850532407,738312.850763889,66.0312271391352,33.6494414334496,20.2184291567121,0.829362378233955
05-Jun-2021 20:25:12,05-Jun-2021 20:25:22,11,738312.850833333,738312.850949074,161.426128807562,155.388974414969,16.268027825789,1.69810743494467
05-Jun-2021 20:32:53,05-Jun-2021 20:33:16,24,738312.856168982,738312.856435185,60.7085888554187,27.9477685267727,21.7413914601008,0.940273160735766
05-Jun-2021 20:33:57,05-Jun-2021 20:34:08,12,738312.856909722,738312.857037037,54.2196934334934,20.0464727059007,23.5419189135234,0.856611200918754
